time,energy
146.4,-799.6004889280972
146.6,-799.3405102926976
146.8,-799.0767682575654
147.0,-798.8086850288919
147.20000000000002,-798.5372356730918
147.4,-798.2652847048644
147.6,-797.9963500720834
147.8,-797.7326984848386
148.0,-797.474660628062
148.20000000000002,-797.2213327950175
148.4,-796.9715010911126
148.6,-796.7241304214485
148.8,-796.4784768373323
149.0,-796.2340420983475
149.20000000000002,-795.9904986502175
149.4,-795.7476283078714
149.6,-795.5052807328815
149.8,-795.2633473589207
150.0,-795.021745514955
150.20000000000002,-794.780408850316
150.4,-794.5392815545501
150.6,-794.2983148469682
150.8,-794.0574648280268
151.0,-793.8166911547283
151.20000000000002,-793.5759562202787
151.4,-793.3352246462622
151.6,-793.0944629711231
151.8,-792.8536394636276
152.0,-792.6127240169702
152.20000000000002,-792.3716880955544
152.4,-792.1305047165434
152.6,-791.8891484545319
152.8,-791.6475954616038
153.0,-791.4058234975588
153.20000000000002,-791.1638119666557
153.4,-790.9215419582962
153.6,-790.6789962897242
153.8,-790.436159549285
154.0,-790.193018139061
154.20000000000002,-789.9495603159323
154.4,-789.7057762302229
154.6,-789.4616579611908
154.8,-789.2171995486995
155.0,-788.9723970204187
155.20000000000002,-788.72724841398
155.4,-788.4817537935
155.6,-788.2359152599093
155.8,-787.9897369545633
156.0,-787.7432250555753
156.20000000000002,-787.4963877663746
156.4,-787.2492352959396
156.6,-787.0017798301927
156.8,-786.7540354940008
157.0,-786.5060183032134
157.20000000000002,-786.2577461061039
157.4,-786.0092385135121
157.6,-785.7605168168564
157.8,-785.5116038929957
158.0,-785.2625240946481
158.20000000000002,-785.0133031247152
158.4,-784.7639678922474
158.6,-784.5145463470612
158.8,-784.2650672888212
159.0,-784.0155601448533
159.20000000000002,-783.7660547086213
159.4,-783.5165808275725
159.6,-783.2671680243618
159.8,-783.0178450287915
160.0,-782.7686391882376
160.20000000000002,-782.5195757106488
160.4,-782.2706766747773
160.6,-782.0219597151507
160.8,-781.7734362521632
161.0,-781.5251090894963
161.20000000000002,-781.2769691442878
161.4,-781.0289910230109
161.6,-780.7811271457847
161.8,-780.5333002459254
162.0,-780.285394526199
162.20000000000002,-780.037246903836
162.4,-779.7886421689684
162.6,-779.5393199689844
162.8,-779.2890066068732
163.0,-779.0374865231362
163.20000000000002,-778.7847173440725
163.4,-778.5309586067615
163.6,-778.2768383616021
163.8,-778.0232738986556
164.0,-777.7712419425559
164.20000000000002,-777.5215133803111
164.4,-777.2744993839657
164.6,-777.0302609400691
164.8,-776.7886224385659
165.0,-776.5493006556209
165.20000000000002,-776.3119975788499
165.4,-776.0764487582784
165.6,-775.8424396830751
165.8,-775.6098051495162
166.0,-775.3784221527613
166.20000000000002,-775.1482023617033
166.4,-774.9190883200828
166.6,-774.6910612063659
166.8,-774.4641981569843
167.0,-774.239122103343
167.20000000000002,-774.029827405694
167.4,-773.6648382386836
167.6,-773.4457219266682
167.8,-773.223447027377
168.0,-773.0015768065105
168.20000000000002,-772.7804256107827
168.4,-772.5600523831536
168.6,-772.340465707246
168.8,-772.1216586281056
169.0,-771.9036176204619
169.20000000000002,-771.6863255922033
169.4,-771.4697631144812
169.6,-771.2539090223146
169.8,-771.0387407582905
170.0,-770.8242345977726
170.20000000000002,-770.6103658127581
170.4,-770.3971088003278
170.6,-770.1844371885901
170.8,-769.9723239271505
171.0,-769.7607413662568
171.20000000000002,-769.5496613272466
171.4,-769.3390551659611
171.6,-769.128893830164
171.8,-768.9191479115341
172.0,-768.709787692316
172.20000000000002,-768.5007831862472
172.4,-768.2921041728077
172.6,-768.0837202230009
172.8,-767.8756007136116
173.0,-767.6677148247151
173.20000000000002,-767.460031511531
173.4,-767.2525194346861
173.6,-767.0451468194996
173.8,-766.837881187458
174.0,-766.6306888445662
174.20000000000002,-766.4235338799192
174.4,-766.2163761156494
174.6,-766.009166658158
174.8,-765.8018375438782
175.0,-765.5942755737101
175.20000000000002,-765.38624944947
175.4,-765.1771818688206
175.6,-764.9653293270212
175.8,-764.7443021052366
176.0,-764.485816260295
176.20000000000002,-764.0613415393371
176.4,-763.252624513547
176.6,-762.5593517630281
176.8,-762.2192946926319
177.0,-761.9843531409654
177.20000000000002,-761.7705788163338
177.4,-761.561169876608
177.6,-761.3525331194772
177.8,-761.1438023067329
178.0,-760.9347565206319
178.20000000000002,-760.7253438798202
178.4,-760.5155584858732
178.6,-760.3054061443946
178.8,-760.0948947181466
179.0,-759.8840317262042
179.20000000000002,-759.6728240840213
179.4,-759.461278414294
179.6,-759.249401444858
179.8,-759.0372003562071
180.0,-758.8246830516096
180.20000000000002,-758.6118583555456
180.4,-758.3987361534857
180.6,-758.1853274854025
180.8,-757.9716446028762
181.0,-757.7577009969991
181.20000000000002,-757.5435114020236
181.4,-757.3290917779293
181.6,-757.1144592735325
181.8,-756.8996321704277
182.0,-756.6846298066657
182.20000000000002,-756.4694724774123
182.4,-756.254181307746
182.6,-756.0387780896506
182.8,-755.8232850707662
183.0,-755.6077246754179
183.20000000000002,-755.3921191274043
183.4,-755.176489926293
183.6,-754.9608571002201
183.8,-754.7452381108053
184.0,-754.5296462072057
184.20000000000002,-754.314087895035
184.4,-754.0985589667067
184.6,-753.8830381780236
184.8,-753.6674770781792
185.0,-753.4517836483261
185.20000000000002,-753.2357963846634
185.4,-753.0192450539091
185.6,-752.801697370968
185.8,-752.582504923308
186.0,-752.3608010120838
186.20000000000002,-752.1356734816003
186.4,-751.9066658649313
186.6,-751.6745238511461
186.8,-751.4415239296554
187.0,-751.2106360265714
187.20000000000002,-750.9840213129839
187.4,-750.7622913974368
187.6,-750.544908217805
187.8,-750.3309316598094
188.0,-750.1194940275016
188.20000000000002,-749.9099525238548
188.4,-749.7018782482872
188.6,-749.4949999800615
188.8,-749.2891514982072
189.0,-749.0842342418628
189.20000000000002,-748.8801946740284
189.4,-748.6770126355266
189.6,-748.4746763934312
189.8,-748.272917201002
190.0,-748.0712222486457
190.20000000000002,-747.8709039432398
190.4,-747.671608074359
190.6,-747.4730031565905
190.8,-747.2750939350259
191.0,-747.0778975118451
191.20000000000002,-746.8814197157707
191.4,-746.6856596051052
191.6,-746.4906124619791
191.8,-746.2962711794885
192.0,-746.1026269107772
192.20000000000002,-745.9096693968928
192.4,-745.7173871503563
192.6,-745.5257675709898
192.8,-745.3347970285834
193.0,-745.1444609288233
193.20000000000002,-744.9547437706159
193.4,-744.7656291990064
193.6,-744.5771000558624
193.8,-744.3891384294923
194.0,-744.2017257037585
194.20000000000002,-744.0148426069399
194.4,-743.828469260421
194.6,-743.642585227176
194.8,-743.4571695600189
195.0,-743.2722008495335
195.20000000000002,-743.0876572716239
195.4,-742.9035166346493
195.6,-742.7197564260981
195.8,-742.5363538589029
196.0,-742.3532859175928
196.20000000000002,-742.1705294047398
196.4,-741.9880609879008
196.6,-741.8058572461946
196.8,-741.623894714444
197.0,-741.4421499240941
197.20000000000002,-741.260599443491
197.4,-741.0792199205231
197.6,-740.8979881272979
197.8,-740.716881004769
198.0,-740.5358757062005
198.20000000000002,-740.354949639645
198.4,-740.174080509881
198.6,-739.993246360123
198.8,-739.8124256136409
199.0,-739.6315971153136
199.20000000000002,-739.4507401731427
199.4,-739.2698345997273
